label,type,domain
0,alexa,prochepetsk.ru
0,alexa,sharkrf.com
1,suppobox,josephineblackbourne.net
1,necurs,fobdism.de
0,alexa,shopinside.com.au
1,pykspa,iuokmsiugkeq.info
0,alexa,thprd.org
0,alexa,irritantis.info
0,alexa,fujiyamajapanesesteakhouse.com
0,alexa,getenergysocks.com
1,cryptolocker,ntfpqyvbdqgywg.net
0,alexa,hfit.com
1,ramnit,nrvpvuaq.com
0,alexa,abovethefraystables.com
1,qadars,oa82om82caki.top
0,alexa,gudangfirmwere.com
0,alexa,imimatome.com
1,necurs,ouaawswfqxkm.ug
0,alexa,lodka5.com.ua
0,alexa,ddb.com
0,alexa,alemaniando.com
1,suppobox,kimberleighatterberry.net
0,alexa,latin4s.com
1,kraken,qecdxbpmy.net
0,alexa,brederoshaw.com
1,cryptolocker,shgrgksgxuvhilt.org
0,alexa,news-original.ru
0,alexa,pdmagazine.jp
0,alexa,gardengoodsdirect.com
1,pykspa,mclrgueoya.net
1,emotet,pxfkfgvfcbbjfbnq.eu
0,alexa,pc-lautsprecher-ratgeber.de
0,alexa,tubeskanks.com
0,alexa,vitalkisterl.at
0,alexa,jrsnba.com
1,dircrypt,rjpqfyguh.com
0,alexa,zkm.de
1,padcrypt,mnbfaefccafbceob.com
0,alexa,tibf.ir
0,alexa,videohero.com
0,alexa,cineprog.de
1,simda,pumopop.info
1,suppobox,degreesafety.net
1,tinba,cdjmbkkbtgfj.co.in
1,suppobox,alexandriaanthonyson.net
0,alexa,artelis.pl
1,qadars,0pij8pavwtq3.org
1,emotet,nuerwbgdtpgcnrfu.eu
1,rovnix,fynv6r7v2n62mfqn77.biz
1,conficker,wyudtq.at
1,conficker,azgvu.ht
0,alexa,chinese.cn
0,alexa,xoauth.top
0,alexa,elojobmax.com.br
1,qadars,82wecek28q4a.org
0,alexa,mikesbikes.com
1,cryptolocker,bmbvvpakwmxwy.info
1,gozi,ipsacennonquilibette.com
1,ranbyus,wbhnmdtlyshdtyrnv.net
1,qadars,o6ce86sqg282.net
1,pushdo,feabilxu.ru
1,ramnit,vqoihqfgbphaaa.com
0,alexa,realbooks.pl
0,alexa,bzcars.com
0,alexa,onlinesurveyeveryday.com
1,pushdo,natrilka.ru
0,alexa,mysouthborough.com
1,ramdo,kuguoaksaiggusys.org
1,conficker,xsiafpfy.co.nz
1,simda,vonycaf.com
0,alexa,easy-businesses.com
0,alexa,nextdayauto.com
0,alexa,cantosirene.blogspot.it
0,alexa,xxxbilder.ga
0,alexa,healthbangla.com
1,cryptolocker,ikcxprddotvp.com
0,alexa,takapaka.pl
0,alexa,magistrene.dk
1,cryptolocker,obcdjvmfpsverll.ru
1,conficker,elcsfdz.lu
0,alexa,yourmainsource4contenting.review
1,padcrypt,nefabcdefdaalfob.info
0,alexa,jourpipe.com
1,conficker,yftd.com.bs
1,fobber,zpxkvojhsn.com
0,alexa,goliefoto.com
1,conficker,icvrfwf.nl
0,alexa,steamworldheist.ru
1,fobber,avqcbvpbyv.com
1,pushdo,wupteogu.ru
0,alexa,findingclarity.ca
0,alexa,pikastar.com
1,tinba,dgkogmdmmlwp.biz
1,ramdo,cickckqekqyaygkq.org
0,alexa,iarcsc.gov.af
1,rovnix,c4vucjgexks4ph1i8f.net
0,alexa,meetingking.com
0,alexa,usiinc.com
1,suppobox,amountwomen.net
1,qadars,yfsd2v4taro9.net
1,suppobox,ordercover.net
1,padcrypt,odmldcednnkdnlen.eu
0,alexa,voilesetvoiliers.com
1,padcrypt,mddbfaafanfaaadd.com
1,tinba,qbwpqnixoten.ru
1,ramdo,ciscesmceiawsysi.org
1,kraken,wboistyy.mooo.com
0,alexa,digitalcomp.pl
1,ranbyus,mthwprprbmuyaw.su
0,alexa,promunicipio.com
1,vawtrak,isucnutsa.com
1,murofet,isktkue51bul58k17dscuk67a67hqcvkzl68h34.com
0,alexa,perfectskincompany.com
0,alexa,ibec.or.jp
0,alexa,dnainfotel.com
0,alexa,freeiphone.fr
1,simda,pupedo.info
1,suppobox,casetear.net
1,tinba,vihgqrolpdnn.com
0,alexa,financepensionrealestate.work
0,alexa,couponrise.com
1,ranbyus,rrhjhyyfjruviwyun.me
0,alexa,ick.ge
1,emotet,eofngtdyuhkrlcwj.eu
1,necurs,hjjvvwg.ug
0,alexa,orzeczenia.com.pl
1,cryptolocker,igeqfvywfendpuv.biz
0,alexa,adventuresquad.pl
1,cryptolocker,irxdwlpjunfr.org
0,alexa,infordio.co.jp
0,alexa,boy-seduce-mom.com
0,alexa,emporiodacerveja.com.br
0,alexa,stranahandmade.net
0,alexa,postal-code-lookup.com
1,emotet,idlungybpnjugwpk.eu
1,matsnu,planestretchreplywerecash.com
0,alexa,greenhausgfx.com
1,simda,puzugyq.info
0,alexa,myearthcam.com
1,ranbyus,qcilodkxufblsufdk.net
0,alexa,nowadaysrecordsshop.bigcartel.com
0,alexa,russian-poetry.ru
0,alexa,putasdeperu.com
1,qadars,ewu8iwycq8us.net
0,alexa,network-marketing-online.de
0,alexa,salesforcestore.com
1,emotet,pcrcjgtmyujwftyq.eu
0,alexa,bluemoonforms.com
1,kraken,rwbhzxwxsnc.cc
0,alexa,steepedtea.com
0,alexa,indiacsr.in
0,alexa,dasatu.ru
0,alexa,rad-installer.com
1,suppobox,marmadukeoutterridge.net
1,fobber,kcrdehjgqr.com
0,alexa,atoutloisir.com
1,suppobox,journeyminute.net
0,alexa,adsolut.in
1,dircrypt,pwrncfcvdmzamomxqnh.com
1,fobber,yunjugtkel.com
0,alexa,hdiphonewallpapers.us
1,qadars,mg2o24u4yges.org
0,alexa,4icsau.ir
0,alexa,pdchealthcare.com
0,alexa,workstride.com
0,alexa,bharatiyamobile.com
1,ranbyus,uenllmlcyhskkktso.tw
0,alexa,crane-ukraine.com
1,vawtrak,wuhadduf.com
0,alexa,mathocollege.free.fr
1,corebot,yjw2mjw03fsp72a.ddns.net
1,matsnu,sizegardensolveslightreward.com
1,ramdo,kycoeimcsmwkoqoy.org
0,alexa,papegames.cn
0,alexa,jkctorrent.com
1,ramnit,dsescikgyixvycfibrg.com
1,conficker,bughpxfq.sg
0,alexa,virilbooster.com
1,cryptolocker,gcyggpjuyxavmas.ru
0,alexa,skikdashop.com
1,tinba,rfjorjhpodur.cc
0,alexa,hausfrauen69.com
0,alexa,sonysix.com
1,pushdo,niqodoks.ru
1,fobber,fxijcbycli.com
0,alexa,rea-group.com
1,tinba,oxixwjjuccvn.space
0,alexa,taketv.net
0,alexa,countrylife.co.za
1,dircrypt,dfagpxrhhgypuynzi.com
1,simda,vowydic.com
0,alexa,tanaman--herbal.blogspot.co.id
1,symmi,pineupefuti.ddns.net
0,alexa,dafo.wikispaces.com
0,alexa,gokhanozkars.com
1,suppobox,husbandobject.net
0,alexa,comoganarelchispazo.blogspot.mx
1,qadars,y8qga0qgaoy4.top
0,alexa,shazissultan.wordpress.com
1,matsnu,stomachhuntstaydropprint.com
1,gozi,contraforindulg.com
1,necurs,dmrcewtxuyeyadp.su
0,alexa,sinteza.net
0,alexa,capecodtoday.com
1,pushdo,seofozmu.ru
1,necurs,vpxdhbbxevm.su
1,dircrypt,cquqvuedkntdmmryi.com
1,tinba,gsrpghlgfghk.com
0,alexa,dbmrestaurant.com
0,alexa,mewa-llc.com
1,necurs,xtjwodxqwihkwqvail.biz
0,alexa,parolaio.it
0,alexa,saolucas.net
1,matsnu,intentionlecturewisesound.com
1,suppobox,sicknice.net
0,alexa,vetroz.ch
0,alexa,hock-gift-shop.myshopify.com
1,tinba,wglnwxssfssh.com
0,alexa,asterios.fr
0,alexa,kratomwholesale.us
0,alexa,davegranlund.com
1,simda,xubyqen.info
0,alexa,xgirls.com
1,gozi,petittribulationesvere.com
0,alexa,blanksusa.com
1,symmi,upahqelatem.ddns.net
0,alexa,iclega.org
1,corebot,w6ylcb38kp3xufslm4u.ddns.net
0,alexa,joyoaudio.com
0,alexa,wholefoods.com
1,pykspa,ccriganansnan.cc
1,ranbyus,dvglmnmntmtdsdved.com
1,vawtrak,fodohwo.com
0,alexa,bpugyvedikamara.hu
1,nymaim,translate-danger.sh
0,alexa,lasmilyunahojas.com.ar
1,murofet,lnrmbppqkelrtlmz.com
1,suppobox,withguide.net
0,alexa,krasgaz.ru
0,alexa,cdssnc.com
0,alexa,metrogas.com.ar
0,alexa,majlesiha.com
0,alexa,escuchar-radio.net
1,pykspa,emwerwiugkeq.info
1,symmi,kelumehoxoug.ddns.net
0,alexa,qhjjibpmchondre.online
1,qadars,asa86kuo6sic.net
1,vawtrak,safegwoh.com
1,ramdo,cewcqqscqoasyiok.org
0,alexa,06abc.com
1,dircrypt,ponwsdumgdkvcswjvvwf.com
1,ramdo,eiyykyggmwukgkug.org
1,ranbyus,xnfmrlmnnbrwujdel.su
1,suppobox,alexandreastrickland.net
0,alexa,gamersadda.in
1,nymaim,sufferededen.eu
1,simda,vonapa.info
1,ramnit,wmpeevtsduadjt.com
0,alexa,be-stock.com
1,ranbyus,klhqeyfaflokqqsko.su
1,gozi,omnpetruscepropter.com
1,matsnu,chancebearchargetowervacation.com
1,nymaim,secure-disorder.mx
0,alexa,growtraffic.com
1,pykspa,efzyxadsholapet.org
0,alexa,oncloud.gr
1,suppobox,kimberleyeglantine.net
0,alexa,wiki-chan.net
0,alexa,melhoresaplicativos.com.br
0,alexa,mybkr.com
1,tinba,whivwwgxdifj.com
1,ramdo,kymaaukaqwaiokwg.org
1,symmi,voqesovixainwat.ddns.net
0,alexa,yxdzqb.com
0,alexa,tsikot.com
1,kraken,qjahxwc.cc
1,fobber,dndqwejzab.com
1,rovnix,rqo7i87u4ifqnwpizf.cn
1,suppobox,alonelabor.net
0,alexa,easyblogthemes.com
0,alexa,worldgoo.com
0,alexa,michfb.com
1,murofet,tdownjkjxttkbeguhgavwgujf.ru
0,alexa,funpopgames.com
1,kraken,dueftlklqr.dyndns.org
0,alexa,tellus.coop
0,alexa,mostlyscruffynudebeauties.tumblr.com
1,corebot,utibwde6s0s0ev16yno23js.ddns.net
0,alexa,laptop-ac-adapter.de
1,fobber,wpmytjgker.com
0,alexa,glitter-graphics.com
1,kraken,hmbijcbagt.com
0,alexa,responsivedesign.is
1,tinba,irrjkjnowwue.biz
0,alexa,goodwatch.co
0,alexa,pjpetts.com
0,alexa,netpris.dk
0,alexa,anime-lunla.com
0,alexa,sts9.com
0,alexa,mrta.co.th
1,ramdo,wsgqyuqqkgygiuqc.org
0,alexa,questionpapersonline.com
0,alexa,babyland-online.com
1,cryptolocker,trgfjqbchpjs.co.uk
1,matsnu,bandlecturepurposeground.com
0,alexa,partridgeminioffers.co.uk
1,dircrypt,nuokonxxcu.com
0,alexa,perfectvpn.net
1,tinba,euusulkkbuxw.com
1,dircrypt,bldxdgezuslydzzpkido.com
1,gozi,pomtamenindulgentiarum.com
1,dircrypt,feuwfxxulszt.com
0,alexa,apk24.ir
1,conficker,ehwtgigj.gr
0,alexa,ifmpan.poznan.pl
0,alexa,africaweather.com
0,alexa,drpchristmastrees.co.uk
1,fobber,fauejjyuui.com
0,alexa,pensadordeapuestas.com
0,alexa,estlcam.com
1,necurs,igxxumfbguudlijq.com
1,cryptolocker,gebytylldhamyxa.info
1,fobber,sxnjcvbkiz.com
1,vawtrak,safanwacesd.com
0,alexa,medinexus.com.au
0,alexa,cytomic.com
0,alexa,unitins.br
1,kraken,fojxng.mooo.com
0,alexa,wyzws.com
1,gozi,concesvanaeuangelium.com
1,emotet,dauuxmwatosliguj.eu
0,alexa,redpiment.com
1,suppobox,zechariahburgundy.net
1,nymaim,transferredphysiology.co
0,alexa,wesellgoodtraffic.com
0,alexa,kelton.pl
1,murofet,hwavkzltpvg33dwpqn30axlrbwd10a57e31p62.info
1,suppobox,britanniavirginia.net
1,nymaim,retirementmunich.sg
0,alexa,fresh-models.tumblr.com
0,alexa,madworm.org
1,padcrypt,dbmaobdlafccelke.org
1,simda,novogat.info
0,alexa,sozcukcevir.com
1,emotet,trdbwyhimvlpxbyl.eu
0,alexa,bluebellsims.tumblr.com
1,ramnit,tgbtrtbdoflnhi.com
0,alexa,d-kintetsu.co.jp
1,pushdo,werilnud.ru
1,ranbyus,fcqsydvulvyvdfihw.cc
0,alexa,zero2infinity.space
1,necurs,ebtkudmwbphlhyowabjem.bz
1,ramnit,walmnpmfofgglj.com
0,alexa,hevosopisto.fi
1,conficker,evdxwh.tw
0,alexa,bearizona.com
1,necurs,aaklxiqrrspwxdsvup.mn
1,murofet,pyhrnjoxeirreqdg.com
0,alexa,felmcyber-hairy-armpits.tumblr.com
0,alexa,monumentsforall.org
1,vawtrak,wehaldof.com
1,pykspa,hhqaiifox.com
0,alexa,myfitriblog.wordpress.com
1,ramnit,dixvsewswmmwdbchu.com
0,alexa,comarit.net
0,alexa,formosacovers.com
0,alexa,makro.com.ar
1,pushdo,dafgicpi.ru
1,ranbyus,xixehrncdqkotrjti.net
0,alexa,eshholdings.sharepoint.com
1,ranbyus,ibgtfnuctouanngie.tw
0,alexa,poolmining.network
1,corebot,3fmpidovadqlefw.ddns.net
0,alexa,telljamba.com
1,vawtrak,todocwetd.com
0,alexa,vivaleercopec.cl
1,corebot,atg4sdulqlc6c07454i05po.ddns.net
1,pushdo,keiwikaf.ru
1,cryptolocker,bittmukomwuida.ru
0,alexa,charlesmcmurray.com
1,padcrypt,fdflfbodofbcfncc.website
0,alexa,ahsrst.cn
0,alexa,idarts.co.jp
1,tinba,eniiddmrjchs.in
1,qadars,gmg2o2ki4q0y.top
0,alexa,wadainoitem.com
0,alexa,allproject.net
0,alexa,webauto.de
0,alexa,slclab.com
1,qadars,sicuoq8egegy.net
0,alexa,ledpoint.it
1,suppobox,sufferlisten.net
1,padcrypt,fefeekcaeobfendo.com
1,padcrypt,mabklnabnnondnbf.website
1,nymaim,weak-quiz.vn
0,alexa,torresette.news
0,alexa,emakeup.ir
0,alexa,akibamoero.com
0,alexa,hobbyzone.com
0,alexa,jobiqo.com
1,cryptolocker,xqbpsyidomlp.ru
1,pykspa,kiygcguiwcymao.info
0,alexa,eastp.ir
1,vawtrak,isorgemsa.com
0,alexa,atlantabarber.com
1,ranbyus,iappjdxntcvffpkfq.com
1,symmi,udduunekre.ddns.net
0,alexa,rakkurva.com
0,alexa,seniberpikir.com
1,kraken,puwnqsaelwe.cc
0,alexa,jlin7.com
0,alexa,maechen.npage.de
1,suppobox,cassandrakristina.net
0,alexa,prosportstransactions.com
0,alexa,trulyyoursa.com
1,pykspa,ewwwykuiwcymao.net
1,suppobox,withinhealth.net
0,alexa,berner.eu
1,murofet,rkucpnkfargwclfafulfpnrlf.biz
0,alexa,pdhr.com
0,alexa,mvp.com.vn
0,alexa,intitle-kitashinchi.com
0,alexa,panaclub.com.br
0,alexa,happypancake.com
1,emotet,vcykhlbjbftgqgmu.eu
0,alexa,applypanindia.in
1,cryptolocker,bswqerpxpvwko.ru
1,fobber,prvyajfhlq.com
1,dircrypt,dtwwwzrhjovynbrx.com
0,alexa,lcrack.com
1,kraken,xgysaw.tv
1,ramnit,wusdtlswluut.com
0,alexa,vignevin-sudouest.com
0,alexa,dovolenaceny.cz
1,pykspa,pihqzamqx.org
0,alexa,vitodata.ch
0,alexa,prostitutkixxx.org
1,suppobox,alexandreamillicent.net
1,symmi,ceqoulnopa.ddns.net
1,ranbyus,tpclgqknovyxucqye.com
1,pykspa,kktosenansnan.org
1,dircrypt,lxfekapufow.com
0,alexa,maximuscraft.com
1,nymaim,stands-rachel.tf
1,symmi,koosracu.ddns.net
1,vawtrak,awufdar.com
1,suppobox,flierfriend.net
0,alexa,intraedge.com
1,ramdo,kyyqqcicieeaeiac.org
1,emotet,ylilotiqbhpitvbp.eu
0,alexa,tcsdzz.com
0,alexa,c-estate.com
1,corebot,14c6q2ef3pqduhy43p5.ddns.net
0,alexa,sambidoplang.heck.in
0,alexa,whelearn.biz
1,tinba,subcyqpgrsnk.in
0,alexa,outletsheet.com
1,ranbyus,gnfoycbxaewsslhjq.in
0,alexa,basohio.com
1,matsnu,pagerepairprofileexpress.com
0,alexa,koblenz.it
0,alexa,instrumentalsfree.com
1,rovnix,pspqyyuy8nqjkkm7fj.ru
1,pushdo,cafdilwi.ru
1,fobber,rionncnwbe.com
1,pykspa,rgvorkn.com
0,alexa,captchme.net
1,vawtrak,ullefugna.com
0,alexa,apexrentals.co.nz
1,emotet,abuhemioyunwvmcd.eu
0,alexa,takatamuser.com
1,qadars,giwm0aoac6kq.org
1,rovnix,jizfrmvmulmntge165.ru
0,alexa,nodejs.ru
0,alexa,sinn-ess-wandel.com
0,alexa,minoland.com
1,fobber,qgknrjsdvp.com
0,alexa,kenare.ir
0,alexa,bondagemischief.com
0,alexa,bamaperformance.com
0,alexa,agrestenoticia.com
1,conficker,gnlyv.tn
1,corebot,yxkn3lcl16wxsnix10un5f7.ddns.net
1,cryptolocker,tkfllcsdcphrno.info
1,tinba,rrbehgtunkkj.com
0,alexa,oreeartisans.com
1,matsnu,specialistgrabprotectattract.com
0,alexa,fixedpricecarservice.com.au
1,qadars,ycqoaoa4a4io.net
0,alexa,salentomarais.com
1,vawtrak,gorisdumagw.com
0,alexa,opera.com
0,alexa,seccosquared.com
1,cryptolocker,xauvasmwuamravb.org
1,tinba,pgwpfihldcbj.pw
0,alexa,ipla.cc
1,pykspa,uarmoa.net
0,alexa,elektrica.info
1,fobber,icziiroqpr.com
1,qadars,8qseoqoe06s6.org
0,alexa,ntc.edu.tw
1,symmi,cuubimetceuwcoo.ddns.net
0,alexa,afghanistan-analysts.org
1,vawtrak,midihgamsa.com
1,cryptolocker,iqdbileqevwdne.biz
0,alexa,kookje.ac.kr
1,conficker,gifx.nl
0,alexa,finaleforum.com
1,gozi,articulumauvelfacile.com
0,alexa,h2i.com.br
0,alexa,pancard-online.org
0,alexa,gametrics.com
1,emotet,jwiebmhrxketldff.eu
1,symmi,ariderimdusoe.ddns.net
1,dircrypt,vkdplloyvykcpksfffab.com
0,alexa,tohoanimationstore.com
0,alexa,mohammadinanloo.ir
0,alexa,japaneseguesthouses.com
0,alexa,tecnacional.edu.ni
1,pushdo,xirwijuv.ru
1,simda,makevif.info
0,alexa,retinolla.com
1,kraken,rucpfytj.cc
0,alexa,hrproteccao.pt
1,corebot,ur74grwle0mdgt12ghahkr5.ddns.net
1,simda,vofubimipeg.eu
1,vawtrak,ennoroll.com
1,murofet,mrinlnpnpvmvfqo.com
1,ramdo,emwwycaiquewuqiy.org
1,fobber,zglnpodkrh.com
1,necurs,ncxxwbgamcyfpwsvoi.ki
1,tinba,qidvfqqoggnx.com
0,alexa,dekurk.nl
0,alexa,sciencetoymaker.org
1,conficker,xwkvuz.md
0,alexa,cinemasubtitles.com
0,alexa,kratkoe.com
1,simda,jecozix.info
1,corebot,qni0clevefmbotg.ddns.net
1,qadars,w6868qwese0a.top
0,alexa,ankos.gen.tr
1,cryptolocker,otxsutepcrwki.co.uk
0,alexa,parksterlingbank.com
1,ramnit,taaifdpldetsksa.com
0,alexa,gadfit.com
0,alexa,avcen.net
1,pushdo,sicveata.ru
0,alexa,standingvoice.org
0,alexa,teldeadiario.com
1,vawtrak,iwemsernet.com
0,alexa,bucetagostosa.com
1,fobber,qyjgglvhmv.com
0,alexa,mcad.edu
0,alexa,volcanodiscovery.com
1,tinba,dkljypnolmjf.com
1,ranbyus,mehworedbaatepbef.net
0,alexa,get-notes.com
1,simda,qekuveg.info
1,matsnu,outsideprofileclueridediscover.com
1,necurs,aqqbmdafyn.jp
0,alexa,publish.csiro.au
0,alexa,xlisoft.com
1,pykspa,mwyuuqeoya.biz
0,alexa,biworldwide.com
0,alexa,galahotels.com
1,ranbyus,dyaphokdtinmoiuab.su
0,alexa,angsarap.net
0,alexa,guerrastribales.es
1,conficker,xpkfcgrm.cx
1,cryptolocker,okrgujmfnvbf.com
1,suppobox,meriwetherstrudwick.net
0,alexa,techno-import.fr
0,alexa,svapolibero.it
0,alexa,depauwzwalm.be
1,ramdo,gqwgeosswywyqaik.org
1,symmi,weduekwaqeaxh.ddns.net
1,dircrypt,lymnuqkfuqppylvpi.com
1,ramdo,usaaaksumkkyuauu.org
0,alexa,manqian.cn
1,pushdo,holafogu.ru
1,emotet,ywjwvpylqndiqmsm.eu
1,conficker,yyuj.li
1,matsnu,formwisefearoccurcommunicate.com
0,alexa,zeenwoman.com
0,alexa,bongdalive.tv
1,fobber,melgcnurof.com
1,pykspa,wvmghanansnan.cc
0,alexa,anjoman-erfan.com
0,alexa,skymilesshopping.com
0,alexa,djvanic.com
1,vawtrak,lemunwihol.com
1,cryptolocker,juxujtrqufep.org
0,alexa,xrailbyrci.com
1,ramdo,aesekwsoeaickqmm.org
1,pushdo,lopeakav.ru
0,alexa,liaroc.org.tw
1,emotet,iktrbhwaonoyqlul.eu
0,alexa,thewinnersenclosure.com
0,alexa,naijaerotic.com
0,alexa,livegoal.de
1,fobber,jvbcaunyur.com
0,alexa,poezijanoci.com
1,simda,qeboheq.info
1,ramnit,vdlthmsanjykf.com
1,gozi,populumomregni.com
0,alexa,dcwp.pl
0,alexa,wowindianporn.com
1,murofet,lbhpxozpvvohmfizpojxfexgq.com
1,pushdo,toqteoxa.ru
1,rovnix,kui4z1jv5qrsrv1nff.net
0,alexa,ultrabox.com
0,alexa,animejolt.com
1,gozi,essenegociin.com
1,murofet,mddkfrghmfmojorwgxgmjfiwslvw.net
1,ramdo,qgqacgikmsokmgsq.org
1,gozi,fueritmachinanturopn.com
0,alexa,chocolate-card.com
1,padcrypt,ffcndfafblaaoaeo.co.uk
0,alexa,strefavod.pl
1,conficker,gtwzlr.li
1,cryptolocker,gaphnvynviyd.ru
1,nymaim,reminderjason.tk
1,vawtrak,iluhgumd.com
0,alexa,cashandcarrykitchens.ie
0,alexa,smokegrillbbq.com
1,pushdo,caflotea.ru
1,cryptolocker,roaeatagumirjx.net
0,alexa,a-evolution.com
0,alexa,myintegraplan.com.au
0,alexa,gamphony.blogspot.com
0,alexa,mapcom.com
1,ramnit,nhmjugkkbrtcklo.com
1,simda,dixemib.info
1,rovnix,hrx7alci417cssedfx.com
1,simda,vowuku.info
1,cryptolocker,hofxepthysqhk.co.uk
1,simda,lyryjuj.com
0,alexa,sourpatch.com
0,alexa,subtitlecity.ir
1,ramnit,vydnttgqvj.com
0,alexa,florencerigneau.com
0,alexa,capdale.com
1,rovnix,mebdszodtmqfbdaj1w.com
1,qadars,4esm0i8ukqsu.org
1,necurs,bnhdxovertxnbtcvbxnu.org
0,alexa,entretele.com
1,emotet,wwelhslcstgqgmuu.eu
0,alexa,nrai.com
1,tinba,ijkqyxincohn.com
1,vawtrak,wicalsofigg.com
1,tinba,yiyinwkqeuxs.eu
0,alexa,kefidchina.com
1,padcrypt,mflacknddbnnlaaa.cc
1,tinba,iivqurfuueed.com
1,tinba,vfsrfojixecc.ru
0,alexa,mont-outlet.club
1,necurs,snsnfliebxtlhmevki.eu
1,necurs,luoqhnaaoaul.com
1,gozi,perfectamipsadisceptare.com
0,alexa,qiseshequ.info
1,qadars,qwqcawaoyo6g.org
0,alexa,alter-bizarrer-bahnhof.de
1,nymaim,state-dozen.net
1,matsnu,dataheatsetholdfinanceguide.com
0,alexa,tenno.life
1,kraken,gwbgmsmhgsp.mooo.com
0,alexa,nadins.ru
0,alexa,senzuri.jp
0,alexa,oxwork.com
0,alexa,lasupergomma.com
0,alexa,autosusados.cl
1,necurs,lwjgagvvimxco.nu
0,alexa,voopti.com
0,alexa,eroru.net
1,suppobox,southcause.net
1,rovnix,ux7hh5kch7jkgqfahc.com
1,padcrypt,annflebcdancloen.org
1,conficker,enqm.com.sv
1,vawtrak,sotennaha.com
0,alexa,mygermanphone.de
1,emotet,demyoaoqpnutxhyq.eu
1,matsnu,airlinecarryaccountscale.com
0,alexa,processlassopro.com
1,nymaim,took-donate.mo
0,alexa,rbsworldpay.com
1,murofet,xjzxhuuwehtusjrqsjbtqg.info
1,ranbyus,betbvisobxocbbbci.tw
0,alexa,wikiprofiles.in
0,alexa,webhackers.ru
0,alexa,hubrecruiting.com
0,alexa,echogear.com
0,alexa,ecommerce-leitfaden.de
0,alexa,uaaap.blogspot.com.es
1,pushdo,bozneoxu.ru
0,alexa,tekgyd.com
1,pykspa,cluqxkdsholapet.com
0,alexa,parselsorgulama.gen.tr
1,padcrypt,aaabcnddbdcbmnme.net
1,simda,pufojyg.info
0,alexa,rxhealthinsurance.com
0,alexa,gadgette.com
0,alexa,manuelaula.wordpress.com
0,alexa,osteodoc.ru
0,alexa,autosklep24.pl
0,alexa,vogonlabs.ca
1,emotet,fksmtnububaqnrco.eu
1,ranbyus,mrbujmlxvlqdyuolq.su
0,alexa,sokikom.com
1,simda,kemilyx.info
0,alexa,tinper.org
1,murofet,sowgjprqsnvtorlmvmrtpifvc.com
0,alexa,ahirwal6789.org
1,tinba,iyhrrgggojvw.ru
1,corebot,5x7fwte2gdmdox5fgj7.ddns.net
1,qadars,sqg24y4i4msq.top
1,fobber,cgbezjewpo.com
1,ramnit,msujmrxacb.com
1,simda,gahyfow.com
0,alexa,fan-tv.ru
0,alexa,beachrepublic.com
1,ramdo,wskacgeumqoymkim.org
1,conficker,dmyauupho.ro
0,alexa,duaforloveback.com
0,alexa,hkdnajd.com
1,symmi,lawuewadq.ddns.net
1,ramdo,mycwcmyyqqmwycsc.org
1,suppobox,doubleunderstood.net
0,alexa,landkreis-boerde.de
1,vawtrak,henimlar.com
1,murofet,dtc69lwbycznvp32h34augwgsc29i65cwlxc39.com
1,dircrypt,tqmipwmhf.com
0,alexa,v-lozovoj.com.ua
1,fobber,odiyljkzbn.com
1,tinba,nolkjjrutyxp.com
1,dircrypt,ulsmnjguvrxouu.com
1,corebot,q8m6m0wnmfe8grox3vk4slu.ddns.net
0,alexa,yourtgirls.com
1,nymaim,vncapuaxpz.biz
0,alexa,museuniversity.org
0,alexa,hilemobil.com
1,qadars,ycqw28mkeom0.top
0,alexa,veteranapprovedblog.com
1,suppobox,spendtear.net
1,dircrypt,qnyholaa.com
1,pushdo,vuxdeoca.ru
1,emotet,dfclawxsayiygwrc.eu
1,necurs,kariwwlqgw.net
0,alexa,elcontador.net
1,emotet,xingrocaystpuvxs.eu
1,gozi,iamanniversaria.com
0,alexa,md2013.com
1,suppobox,alonefancy.net
1,vawtrak,edlifegneci.com
1,padcrypt,bdcafobmobfnalme.com
0,alexa,cuttingedgeservices.co.uk
0,alexa,seeitfree.org
1,corebot,apcja4odmfgry4q4k2u0mte.ddns.net
0,alexa,midland-rus.ru
1,conficker,xabugjfb.tl
1,matsnu,southlunchblockwaitsellabuse.com
0,alexa,20ia.com
1,tinba,gmjeetwwwjlo.com
0,alexa,spb-teplypol.ru
1,matsnu,relationaveragediscoverreplace.com
0,alexa,swcredit.com.au
0,alexa,jees-jlpt.jp
1,necurs,xtfunilmytab.ir
0,alexa,fantavolando.it
0,alexa,razi-center.net
0,alexa,onlinesoccermanager.com
0,alexa,trickstercards.com
0,alexa,palmcoastlandingseniorliving.com
0,alexa,tvids.me
1,ramnit,ttmaipbprh.com
1,tinba,sxijyxpgghtb.com
0,alexa,viddocs.blogspot.mx
1,nymaim,refugeesfutures.jp
1,ranbyus,xalsxwegptvlfgnnq.com
0,alexa,lli.io
1,murofet,m69bskxpyispqn10hvkzarivd40cvcqovkq.com
0,alexa,treinoemfoco.com.br
1,tinba,jifpldgjrwvu.com
0,alexa,oc22.com
1,symmi,uhaciciffunoke.ddns.net
1,necurs,htwsfyq.ug
0,alexa,fstreaming.co
1,corebot,cl52kb5pql1bel1tcfyhw8s.ddns.net
0,alexa,jeux-gratuit.com
0,alexa,tiffinmotorhomes.com
1,cryptolocker,ywqjeoueanxws.co.uk
1,emotet,jcmyisvnleoknjqo.eu
0,alexa,wernersobek.de
